Club,Player,Month,Year,Miles
gvv,mpete101,May,70,1837
gvv,pharv102,Dec,83,515.25
swe,mharr101,Jan,73,1025.5
gvv,mjone101,Oct,83,1373
der,hdaerr101,Feb,06,1757
sad,mpete103,Jun,74,1483
hgg,jstro102,Jan,67,1044.67
saz,pharm101,Jul,18,1611.67
glk,mpete101,Mar,15,2418
frt,mharr103,Sep,10,818.33
sad,pharv102,Dec,16,1468.5
sdd,mpete102,Aug,85,1153.5
der,mharr102,Sep,04,4888
gbn,mharr103,Feb,64,1805.5
gth,gframe102,Nov,99,3486
sad,lgime102,Jun,15,780.5
sdd,ljone104,Jul,12,1473
der,pterv104,Dec,76,1012
gda,jstro102,Oct,05,1284.5
glk,NULL,Jul,15,895
swe,jline104,Apr,10,2483
fgn,jstro104,Oct,68,4805
ddf,hdaerr101,May,14,1588
ddf,lgime102,Feb,86,2707
dew,pterv104,Jun,80,1157.5
fgn,mharr101,Dec,83,1030
swe,pplin102,Nov,16,4857
ger,jstro104,Aug,84,3682
gvv,pharm101,Apr,99,3033
gbn,pharv103,Aug,00,4763
NULL,NULL,Apr,14,1445
dbe,lgime101,Dec,78,956
sad,mpete102,Mar,93,2115
swe,mharr103,Jan,83,1580
ddf,lgime103,Apr,12,3467
dar,kline101,Nov,65,2154
daw,kline101,Aug,66,2368
frt,mpete103,Aug,96,3821
gvv,jstro102,Mar,15,4499
dbe,abera101,Mar,99,2176
saz,pharv102,Mar,05,2069.5
frt,mpede104,Feb,95,1513
dew,pharv101,Jan,08,1146.5
kjh,NULL,Nov,70,4303
kjh,jstro101,Oct,81,580.5
dbe,mjone101,Dec,68,2179
glk,juooli101,Feb,12,1011.75
ger,gframe102,Apr,89,1516.33
ger,mharr103,Apr,14,780
fed,abera101,Jul,02,776.67
hgg,pharv101,Oct,04,1034.33
gbn,kline102,Apr,85,1644
gth,lsamme104,May,12,1638
sdd,jstro104,Aug,74,1569
saz,mharr102,Jul,64,536.75
swe,jstro101,Mar,00,1625
fgn,kline103,Sep,65,2209
dar,mpete101,Jul,80,4509
gda,mpete103,Apr,96,2247.5
gbn,dfab103,May,07,1205.5
sdd,pplin102,Aug,83,1819.5
sad,jstro102,May,65,736.5
daw,lsamme104,Sep,18,1523.5
kjh,jstro102,Nov,98,2422
ddf,mharr102,Apr,74,2024.5
dbe,pharv102,Feb,02,501.75
kjh,pharv102,Nov,94,1539.67
kjh,jstro102,Oct,79,1237.25
dew,juooli101,Jun,73,926.33
dar,ljone104,Nov,19,3159
ddf,mjone102,Aug,97,1273.33
kjh,mharr101,Feb,19,1296.67
sdd,pharm101,Jan,87,1438
ddf,pharv102,May,91,1225
dar,lgime101,Jan,87,4450
faq,mharr101,Jun,81,1352.33
fed,dfab103,Aug,01,1007
saz,lgime101,Jul,71,4268
der,lgime101,Apr,68,1015
glk,mpede104,Sep,86,1475.5
ddf,jstro102,Nov,86,1357
daw,hyera102,Dec,92,1172.5
frt,NULL,Sep,06,1189.33
dbe,juooli101,May,91,1494.67
NULL,NULL,May,93,1155.75
kjh,hyera102,Apr,75,1103.67
dew,lsamme104,Sep,64,1260.5
gvv,jstro102,Oct,70,2997
ddf,jline104,Sep,82,1582.33
saz,mpede104,Oct,76,1439.33
faq,lsamme104,Sep,86,1121.75
NULL,pharv102,Feb,70,1008.67
sdd,jstro101,Jan,96,1476.33
gth,lgime101,May,75,604
gbn,gframe102,Aug,83,1116.67
dew,NULL,Apr,76,4525
kjh,jline104,Apr,90,1435
fgn,mpete101,Oct,94,1219.75
frt,ljone104,Sep,65,1025.67
gth,lgime102,May,11,1226
gbn,gframe102,Jul,76,1059.25
daw,gframe102,May,75,1185.5
NULL,pharm101,Jul,90,3178
gth,mharr103,Jun,89,1314.67
glk,pharv102,Sep,75,2251.5
daw,pharv102,Jan,05,2132
ger,lgime102,Oct,82,1154
sad,mpete103,Feb,16,3883
NULL,pterv104,Oct,69,2411
frt,jstro101,Aug,07,4860
glk,mjone103,Nov,96,2225
ddf,abera101,Feb,88,599
sdd,mharr103,Nov,77,4435
gda,mharr102,Jan,67,986.25
dar,NULL,Apr,06,755
glk,jstro104,Apr,93,620.5
frt,jstro104,Sep,92,1576
sdd,pterv104,Mar,08,2195
ddf,jstro102,Sep,76,2486.5
frt,NULL,Aug,17,1246.67
gth,jline104,Sep,16,1837.5
dew,mharr102,May,94,1195
gvv,pterv104,Jun,95,963.67
kjh,mpete101,Jul,89,2352
gbn,ljone104,Jan,08,948.33
fed,jstro102,Dec,77,2760
sad,abera101,Jun,84,1473.67
sad,mpede104,Mar,71,2492
fed,NULL,Mar,78,1792
NULL,hdaerr101,Nov,07,891.67
gvv,mpete102,Dec,73,1110.67
dbe,mpete103,Jul,01,2163
dew,pharv102,Nov,79,2249.5
faq,hyera102,Sep,02,780.67
daw,pharv102,Sep,08,2327.5
der,jstro104,Aug,08,2353.5
gth,lgime103,Jul,85,1135.33
ger,kline102,Dec,06,1140.5
der,lgime101,Jun,70,501.25
fgn,jstro104,Jun,76,958.5
swe,abera101,May,03,710
gbn,mharr103,Oct,07,3236
faq,kline102,Feb,08,997
frt,mjone102,Dec,10,1187.33
ddf,juooli101,Oct,07,3973
der,abera101,Aug,71,2054.5
faq,jstro101,Oct,70,3449
NULL,gframe102,Jan,09,1245.67
hgg,jline104,Jun,90,1681
fed,ljone104,Jan,91,849
der,pharv103,Sep,67,1815.5
frt,hyera102,May,01,1345
glk,mharr101,Sep,12,4661
saz,pharv101,Feb,74,996
gda,juooli101,Nov,95,1026.75
fed,mpede104,Aug,11,908
NULL,mjone102,May,12,1082.5
fed,jstro104,Mar,00,4694
dew,lgime101,May,19,2607
daw,jstro102,Apr,64,560.75
saz,mpete101,Nov,96,1595.5
gth,lsamme104,Jan,01,1279.67
der,gframe102,Nov,69,648.5
kjh,pharv102,Apr,12,1734.5
saz,NULL,Oct,99,1438.5
swe,jstro104,Feb,80,926
sdd,mjone101,Apr,87,1052.75
glk,jstro102,Jun,98,624
fed,pharv102,Feb,12,839
fed,NULL,Feb,97,1248
dbe,mjone103,Mar,03,691
der,kline101,Feb,11,2465
ger,mpede104,Dec,02,4188
saz,kline102,Nov,85,1185.25
glk,kline103,Aug,98,2480
dew,kline103,Jul,70,3572
ddf,kline102,Oct,67,2699
fed,juooli101,Oct,79,2114
frt,hdaerr101,Jun,09,913.67
gth,jline104,Nov,03,1262.33
ddf,mjone103,Oct,19,1460.33
frt,mpede104,Jul,81,2127.5
kjh,jstro102,May,72,4819
glk,jstro104,Apr,14,4003
der,pterv104,Jun,85,789
ger,mjone102,Jun,08,1269.33
fgn,mpete101,Sep,18,1106
fgn,kline102,Jun,76,3013
gth,mpete101,Jul,16,681.75
sdd,pterv104,Oct,16,949
hgg,lgime102,Sep,04,1229
gvv,kline103,Jul,89,744.25
hgg,mpede104,Dec,64,1427
frt,juooli101,Mar,96,2068
sdd,ljone104,Jan,70,1402.33
sdd,lgime101,Feb,91,1918
ddf,mpete102,Nov,77,1581
dbe,hdaerr101,Feb,06,1581
dbe,mharr103,Aug,98,1119.25
dar,pplin102,Sep,89,2473.5
der,NULL,Oct,15,4441
daw,mpete101,Sep,76,1117.5
fgn,kline101,Nov,11,3349
dar,mpete103,Sep,90,2680
NULL,jstro101,Aug,87,1458.67
saz,lgime102,Dec,83,1863.5
dbe,lsamme104,Sep,72,2140
hgg,mjone101,Aug,14,1294
frt,gframe102,May,91,1627.5
swe,NULL,Nov,81,1003
sad,pharv102,Jul,79,2222
glk,mpete101,Jun,95,1163.5
fed,mpete103,Feb,10,3679
kjh,gframe102,Sep,87,2002
hgg,mharr102,Dec,67,2380
NULL,jline104,May,81,2067
fgn,mjone103,Jul,80,721
hgg,dfab103,Jan,81,855
gvv,pharv103,Mar,18,2154
dew,pplin102,Nov,64,1588
dar,pharv103,Jul,17,3255
hgg,NULL,Oct,95,598
saz,NULL,Nov,84,3772
NULL,kline101,Mar,19,1607
NULL,ljone104,Jan,70,2034
NULL,mjone101,Dec,75,1436.5
glk,mjone103,Jan,69,1171.75
dar,jstro104,Jan,93,3058
faq,lgime102,Nov,83,2256
dew,jstro101,Jun,77,1112.33
kjh,jstro102,Jun,94,4069
dbe,jline104,Dec,79,710.5
NULL,lsamme104,Jan,77,1637.33
fed,jstro102,Nov,92,842
dbe,mharr101,Dec,79,1883.5
hgg,mpete101,Jul,73,1228.25
dew,jstro104,Jul,70,1402
fed,pplin102,May,75,1109.25
fgn,jstro102,Aug,67,1834
fgn,pharm101,Jan,14,2094.5
sdd,jstro104,Jan,81,4398
swe,dfab103,Jun,64,4067
gbn,gframe102,Jan,07,4947
daw,mjone102,Jun,85,2408.5
ddf,dfab103,Oct,94,878
fed,mjone102,Aug,67,2197.5
hgg,pterv104,Jan,71,1867.5
saz,mpete103,Nov,97,2422
glk,lsamme104,Aug,76,2059
kjh,jstro102,Dec,11,2212.5
gda,abera101,Mar,64,1742
kjh,jline104,Apr,98,4730
kjh,jstro102,Jan,08,1902
sdd,mpete102,May,85,842.33
gvv,hyera102,Sep,00,1191.33
gda,kline101,Nov,70,1050.67
daw,mpete103,Apr,69,2139.5
gvv,jstro102,Feb,68,1816
gvv,abera101,Jul,02,1414.5
faq,lgime101,Jun,10,4070
sad,gframe102,Feb,83,1017.5
frt,hyera102,Mar,14,4323
der,mharr102,Feb,95,1151
gth,gframe102,Mar,04,807.67
swe,mjone101,Aug,12,4856
sdd,mpede104,Nov,14,1900
faq,pharv102,Apr,97,1287
gbn,mpete102,Sep,77,703.75
fed,jstro104,Dec,85,1056.5
gbn,pharv102,Nov,79,947.33
faq,mpete102,Oct,81,871.5
kjh,mjone102,Mar,11,1302.5
dar,kline101,Jun,75,1040.25
dar,kline101,Jan,10,4122
dbe,juooli101,Aug,08,3120
NULL,jstro102,Jan,72,818.75
frt,juooli101,Apr,11,920.5
frt,pharv102,Dec,96,1013
NULL,jstro102,Jun,03,3711
dbe,mpede104,Feb,99,1664.67
hgg,dfab103,Sep,19,2441
dar,lgime101,May,03,842.75
frt,lsamme104,Dec,96,2261
glk,mpede104,Nov,69,1807
gth,mjone103,Jan,92,945.33
der,mpede104,Feb,06,2393
fed,jstro102,Jun,94,1954
ddf,mharr103,Sep,97,1169.33
gvv,jstro104,Aug,05,3673
gda,jstro102,Sep,17,880
gda,jstro102,Feb,18,791
ddf,mpede104,Jul,11,510.25
gth,kline101,Aug,74,1008
sdd,lgime103,Nov,69,1701.5
saz,mjone103,Aug,79,867.5
kjh,lgime101,Jan,67,2237.5
gth,mpete101,Dec,97,1202.67
dbe,abera101,Dec,08,1233.5
frt,lsamme104,Feb,97,2468
gth,mharr103,Jul,09,944
daw,mjone103,Dec,83,824.25
sdd,mharr102,Nov,80,853.33
der,mharr103,Jun,74,1251.5
sad,jline104,Nov,89,1283.67
der,hdaerr101,Jul,78,3702
gvv,hdaerr101,Feb,09,992.75
dar,lgime103,Jan,96,877.67
kjh,kline101,Jan,08,2380.5
dar,lsamme104,May,94,2269.5
NULL,lgime102,Nov,19,2120.5
gvv,pharv101,Mar,13,2925
dbe,kline101,Apr,67,1208.5
saz,kline103,Oct,02,2087.5
sdd,lgime101,Dec,65,953
gvv,pharv101,Jun,70,2097
fed,mharr102,Feb,19,3496
swe,pplin102,Jul,10,672.75
ddf,jstro101,Feb,11,3492
sdd,jstro102,Jul,06,780.67
gth,NULL,Apr,12,3922
kjh,mjone102,Nov,70,1012.33
ger,juooli101,Aug,71,1203.75
sad,pharv101,Apr,64,2167
sdd,pharv102,Nov,01,1389.67
ger,gframe102,Jun,83,990
ddf,dfab103,Sep,80,838.5
sad,mpete102,Mar,02,1371.67
NULL,mpete101,Dec,84,1134.5
gbn,pharm101,Aug,06,3800
gth,mharr101,May,99,842.25
daw,pplin102,Mar,70,1643.5
gbn,lsamme104,Feb,03,1865.5
glk,NULL,Dec,04,1501
dew,mharr102,May,95,2483.5
ddf,mpete103,Jan,14,2644
der,jstro102,Sep,13,1143.5
gda,jline104,Dec,00,843.5
der,mjone102,Apr,98,2084
gbn,NULL,Dec,84,1244.5
dew,pterv104,Aug,16,1225.5
gvv,pharv102,Jun,06,2336.5
glk,mpede104,Dec,01,737.75
frt,mharr102,Sep,64,825.33
saz,jline104,Nov,95,1251.33
faq,hyera102,Nov,81,785.25
saz,hdaerr101,Oct,16,3167
kjh,juooli101,May,90,4228
ger,NULL,Jun,75,1661
frt,pharv103,Apr,06,4471
dar,pharv102,Jan,11,1258.33
frt,pharv102,Sep,89,1184.5
fgn,pharm101,Dec,67,1910
hgg,lgime102,May,72,3320
gth,pharv102,Oct,78,1552.33
hgg,dfab103,Nov,71,1194
ddf,abera101,Nov,74,3145
dbe,pharv103,Nov,87,817.75
gth,abera101,May,67,1265.5
fed,pterv104,Oct,78,3820
dew,pharm101,Sep,08,1239.33
ddf,pharv101,May,00,1446.33
ddf,jstro102,Feb,69,960.25
gda,mjone103,Jun,64,728.25
sad,jstro104,Oct,82,1602.67
ger,kline102,Jan,86,3382
der,abera101,Oct,68,1975
hgg,mpete101,Jun,77,635.75
der,jstro104,Jun,81,630
hgg,pplin102,Dec,13,556
dar,gframe102,Jan,76,2415
ddf,pharv101,Nov,11,1514.67
sdd,mpede104,Sep,18,2894
gda,pharm101,Jun,97,3704
dar,hdaerr101,May,76,1564.33
dar,jstro102,Apr,16,3522
NULL,mjone101,Nov,72,2844
fgn,jstro102,Sep,18,2153
fgn,kline102,Sep,99,743
ddf,mpede104,Feb,10,1060.25
hgg,juooli101,Apr,79,1277.33
sad,gframe102,Sep,81,4076
NULL,juooli101,Aug,15,3292
hgg,mpete103,Nov,74,1054.67
faq,kline103,Jan,19,777
ger,hdaerr101,Feb,83,1353.33
dbe,mharr103,Jun,03,1071.5
fgn,jstro102,Jun,02,1279.33
frt,mpete103,Aug,86,4881
swe,jstro102,Oct,85,807.25
gvv,mjone103,Aug,80,983
saz,jline104,May,68,1517.33
gvv,mharr103,Oct,94,4517
swe,mharr102,Jun,64,755.33
dar,jstro104,Mar,19,1560.5
hgg,lsamme104,Sep,80,2317.5
NULL,kline102,Dec,19,1260.67
gbn,NULL,Sep,05,1083
glk,hdaerr101,Apr,89,1211
frt,kline101,Oct,92,1045
dbe,kline103,Sep,93,699.5
ger,jstro104,Feb,10,2158.5
kjh,ljone104,Apr,12,1599
dbe,mpete103,Sep,06,1900.5
fed,mpede104,May,65,1423.33
fed,jstro102,Jun,64,655.25
ddf,jstro104,Nov,81,2814
ger,dfab103,Jan,74,2622
NULL,pharv103,Dec,75,502
dbe,abera101,Feb,66,2139
saz,jstro102,Feb,66,1245.5
gth,mjone103,Nov,00,2315
ddf,pterv104,Jul,81,2946
der,pterv104,Dec,99,2882
gvv,pplin102,Mar,79,4222
fed,mpete101,Nov,66,2088
ddf,mpete102,Sep,83,1226
gth,pharv101,Jan,95,4341
gbn,lgime101,Dec,02,1160.75
swe,jline104,Dec,06,3620
ddf,lgime101,Jun,12,4980
kjh,mpete102,Feb,13,739
dbe,NULL,Jan,84,3504
gbn,mharr102,Mar,73,1385.33
gbn,lsamme104,Mar,75,2200
gth,lgime101,Feb,08,1716
dbe,lsamme104,Jul,72,2474.5
ddf,kline102,Sep,15,1271.5
gth,jstro104,Aug,86,3347
NULL,jstro101,May,93,4853
swe,jline104,Sep,79,3896
ddf,kline103,Jan,67,950
frt,hdaerr101,Sep,91,2450
glk,jstro104,Nov,08,2090
sdd,mpede104,Sep,07,1090
swe,kline102,Feb,65,4185
hgg,mharr102,Oct,06,1206.33
dar,pharv102,Nov,91,1948
glk,mpete102,Mar,67,4296
ddf,hdaerr101,Dec,72,511.75
daw,pharv102,Aug,96,679.25
gbn,mpede104,May,77,1221
gvv,juooli101,Apr,77,1844.5
swe,ljone104,Apr,75,822.67
dew,mjone103,Nov,98,1205
fed,pharm101,Dec,89,3513
frt,pharv102,Aug,75,800.75
der,pharm101,Jul,07,984.25
fed,pplin102,Nov,86,2612
glk,abera101,Nov,80,903.67
dar,mjone103,Jun,14,1670
NULL,mpete103,Feb,78,721.5
kjh,pharm101,May,89,550.75
fed,jstro104,Aug,17,1210.5
dew,mpete101,Apr,18,1591
swe,mjone101,Jul,88,737.5
faq,juooli101,May,05,3553
sdd,juooli101,Jul,00,4322
sdd,pharv101,Apr,17,2370.5
sad,pharv103,Nov,01,1166
ger,juooli101,Oct,74,3037
gth,NULL,Aug,12,1773
der,NULL,Nov,80,4670
daw,ljone104,Dec,80,3711
gvv,lgime102,Jan,74,1546
kjh,lsamme104,May,00,502.5
faq,hdaerr101,Jun,87,2221
hgg,jstro102,Aug,00,1130
hgg,jstro104,Jun,07,1846.5
NULL,pharv102,Dec,74,680.5
frt,pharv102,Mar,00,1201.67
sad,ljone104,Jul,93,503
dbe,ljone104,Jan,07,1471.67
glk,pterv104,Oct,86,4624
faq,kline103,May,88,970.33
gvv,pplin102,Jul,03,1142.33
glk,pplin102,Feb,93,4894
saz,mjone103,Nov,08,1401.33
gbn,abera101,Sep,99,1572.5
gth,pharv101,Jul,94,746
kjh,jstro102,Dec,95,4923
der,pharm101,Feb,86,851.75
frt,pharv102,Mar,16,2454
dar,jstro102,Sep,14,2354
fed,jline104,May,94,1156.5
kjh,jstro101,Aug,98,705.33
sad,ljone104,Sep,99,1278
dar,mpete102,Oct,94,1011.75
ger,jstro102,Apr,75,1401.5
frt,mjone102,Apr,85,2181
gvv,mpede104,Feb,68,1060
der,mjone102,Apr,86,3526
gda,mpete103,May,88,1110.67
dbe,kline101,Aug,75,1227.5
kjh,jstro104,Apr,06,1295.33
dar,gframe102,Jul,09,635.25
gth,pharm101,Feb,81,1769.5
gvv,kline101,Feb,07,1302.67
saz,kline103,Oct,14,874
faq,pterv104,Apr,13,4995
sad,pplin102,Sep,05,4893
dar,mjone101,Sep,86,4673
der,pharv103,Nov,99,557.25
fgn,lsamme104,Jan,73,867.75
dbe,mharr102,Nov,14,1973
faq,mharr101,Jan,75,1074.33
glk,jstro104,Sep,74,1487.33
dar,pharv101,Aug,05,937.5
dar,lsamme104,Jan,11,2663
NULL,mjone103,Oct,88,1610.67
ddf,kline102,Feb,89,1460.33
NULL,pharv101,Jan,78,1486.5
gda,mjone102,Aug,73,2196.5
der,mjone101,Jan,13,1266.67
ger,mpede104,Mar,18,520.5
hgg,jstro104,Sep,12,1713
NULL,kline101,Jan,84,1927
glk,lgime101,Jul,01,807.25
saz,gframe102,Feb,09,881.75
gda,mjone101,Oct,08,1054
sdd,ljone104,Jun,71,1566.67
ger,hdaerr101,Sep,14,1241.67
frt,pharm101,Jun,91,1757.5
frt,mpede104,Feb,87,1019.67
frt,jstro101,Jan,81,1089.5
gda,hyera102,May,85,759.75
dar,mjone101,Feb,83,1276.5
frt,mpete101,Feb,10,1230
daw,pharv101,Jun,98,1120.5
gvv,mpete103,Jul,92,857
ddf,mjone102,Jul,14,1165
dar,NULL,Sep,11,1274
fgn,jstro104,Dec,99,1256.5
swe,mpede104,Dec,13,1023.75
sdd,pharm101,Jun,88,1141.5
dar,juooli101,Jun,99,1218.5
gvv,gframe102,Jul,19,1532
gbn,mjone103,Mar,18,3307
dar,NULL,Mar,87,1392.67
frt,mharr101,Jan,01,1102.25
faq,jstro104,Jan,03,1698.5
dbe,NULL,Oct,12,824
dar,hyera102,Apr,18,3498
fed,dfab103,Jun,06,1314.5
dew,abera101,Dec,66,1158
hgg,NULL,Jan,98,3942
faq,gframe102,Jul,71,840.75
hgg,pharv102,Aug,71,2457.5
sad,mharr103,Jul,04,1111.5
hgg,pharv102,Jun,97,2082.5
dew,juooli101,Feb,65,995.75
hgg,mharr101,Nov,98,3146
fed,mjone102,Nov,67,704.25
hgg,pharv102,Jul,66,755.75
fgn,mpete103,Apr,89,4711
gth,lgime102,Sep,02,837.33
faq,jstro101,Mar,08,887.25
saz,lgime103,Aug,82,1290
der,jstro102,Oct,73,2842
ger,jstro104,Apr,87,2327
ger,jstro104,Jun,80,825.25
ger,hyera102,May,75,4907
frt,jline104,Apr,74,1413.67
gth,kline102,Oct,17,772.67
fgn,kline103,Aug,75,1452
dar,kline103,Sep,15,1485
gth,gframe102,Jun,81,1336
gbn,mpede104,Dec,83,2283
saz,mjone101,Oct,67,1458.33
kjh,pharv103,Sep,03,796.75
sdd,lgime103,Nov,17,1169.5
daw,hyera102,Jun,67,2222
dar,jstro101,Aug,72,1396.5
der,mpete101,Oct,08,4447
daw,pharv102,Mar,10,3803
frt,juooli101,Jul,64,2078
ger,pharv103,Jan,05,1281.33
daw,mjone102,Sep,80,911
glk,dfab103,Jun,86,1718.5
frt,jline104,Oct,16,1188.67
gbn,mjone101,Dec,00,3429
daw,juooli101,Sep,81,838.67
gvv,lgime101,Mar,90,1732
faq,mpete103,Jan,13,3880
dbe,NULL,Sep,79,901.25
gvv,pharv103,Jan,71,1744
fed,kline102,Mar,13,799.5
gth,jline104,Oct,83,4764
swe,jstro104,Jun,86,1155.5
swe,pharv102,Jul,91,628.75
swe,mjone103,Jun,76,799.33
gth,mharr102,Dec,05,2781
gvv,pharv103,Feb,74,1306.33
sdd,pplin102,Jan,99,1553
ger,jstro102,Mar,07,2762
frt,mjone102,Dec,76,833.5
glk,pplin102,Oct,06,1516
gbn,mpede104,Apr,93,4790
sdd,mharr103,Oct,08,4532
dar,juooli101,Jun,04,2235
sdd,lgime101,Sep,76,1243
saz,mpete103,May,75,1184.33
frt,pterv104,Mar,97,3530
ddf,mpete101,Jul,71,1142.33
dar,lgime101,Jan,92,1342
NULL,mpete101,Sep,12,2298
der,mpede104,Aug,11,1687
fgn,mpete102,Feb,74,1080.5
gda,mjone101,Sep,78,705
fed,pharv101,Sep,07,797
dew,ljone104,Jul,14,1498.5
saz,jstro102,Jul,08,1618.33
ddf,NULL,Oct,99,3648
dew,pharm101,Jul,89,1043
ger,kline102,Nov,09,1062.75
daw,NULL,Feb,89,913.67
gth,lgime102,Oct,64,1399
hgg,mjone101,Aug,72,1143
daw,kline101,Aug,98,2947
dar,jstro104,May,91,581.5
glk,pplin102,Nov,94,1263
der,mjone101,Jan,82,3057
hgg,mpete103,Dec,15,1644.5
ger,mpede104,Feb,15,1206.67
daw,pharv102,Mar,77,2207.5
kjh,mpete101,Jan,84,1238
fed,hyera102,Oct,16,1560
dew,jstro102,Jul,08,1157.67
daw,jstro102,Mar,85,2410.5
fgn,lgime102,Dec,86,1851.5
hgg,lsamme104,Nov,80,2386
sad,jstro102,Aug,88,2168
daw,kline103,Jul,89,4235
swe,juooli101,Jul,75,1588.33
NULL,jline104,Feb,72,710
fed,lsamme104,Jun,03,1919.5
NULL,lgime102,Jul,85,2288
dar,mharr103,Mar,77,2379
swe,lgime102,Mar,05,602
dar,kline103,Oct,67,4534
kjh,mjone103,Oct,65,4028
gth,mpede104,Jan,65,1703
saz,hyera102,Oct,13,2680
der,mpede104,Nov,18,939
fed,lgime103,Nov,11,649.25
daw,jstro102,May,99,1632
dew,NULL,Mar,66,4289
dar,juooli101,Jun,64,734.75
fed,lgime102,Nov,86,3627
NULL,hyera102,Jun,82,1123.25
der,mpete103,Jan,99,4256
gda,dfab103,Aug,11,1069.67
hgg,mpete101,Nov,67,1239.67
gvv,mharr102,Dec,88,1627.67
glk,mharr102,Aug,05,2819
fed,pterv104,Feb,03,4870
gth,lgime101,Oct,19,1136.5
fgn,jstro102,Sep,68,2045.5
frt,pharm101,Oct,02,2355.5
gbn,lgime101,Dec,98,1713.5
gth,abera101,Sep,77,2060
frt,jstro102,Nov,70,1673
gvv,lgime103,Aug,97,1645.67
gda,ljone104,Apr,06,3974
gth,mjone101,Apr,65,1277.67
glk,dfab103,Sep,06,773.75
gvv,jstro102,Aug,96,1378.67
daw,mpete101,May,05,2843
dbe,ljone104,Dec,78,945.67
gvv,pharm101,Feb,83,893
gth,pharv102,May,88,726
glk,jstro104,Oct,85,740.33
kjh,jstro101,Feb,72,1591.33
dew,mjone101,Nov,11,1211
gth,kline103,Feb,77,2506
gbn,gframe102,Dec,68,2410
ddf,hdaerr101,Oct,07,2130.5
swe,abera101,Aug,08,4549
gth,gframe102,Oct,78,4368
dbe,mjone103,Sep,71,1590.33
sad,mharr102,Mar,00,953.33
glk,mpete101,Feb,14,1188.25
swe,NULL,May,84,737.33
fed,jline104,Jan,07,1001.75
fed,mharr103,Dec,98,920.33
faq,dfab103,Feb,65,1163
swe,mpete103,Feb,04,507.5
daw,mjone102,Apr,91,4957
sdd,mjone102,Aug,93,4233
faq,pharv102,Nov,07,933.67
fgn,mpete103,May,11,1324.5
fed,pharv102,Jan,89,1863
swe,jstro104,Jan,12,2019.5
der,kline103,May,04,686
fgn,jstro102,Dec,06,1334
gbn,pterv104,Feb,82,1129
fed,hdaerr101,Feb,71,1503.5
swe,pharv103,Jan,07,1085.25
hgg,ljone104,Jun,64,1314.33
saz,pharv103,Dec,83,780
sad,hdaerr101,Jan,89,1223.33
hgg,pharv102,Jun,05,778.67
ddf,pharv101,May,81,1272
kjh,pplin102,Nov,93,2230.5
ger,jstro101,Sep,78,1398.5
NULL,hdaerr101,Mar,96,1638
saz,juooli101,Feb,70,4711
ddf,mharr103,Apr,06,1432.5
daw,mharr102,Oct,66,2262
ger,jstro104,Feb,71,1280.33
ger,pharv102,Apr,87,3163
hgg,hdaerr101,Dec,05,925.75
gth,lsamme104,Jun,66,3966
gda,kline101,Oct,06,789
dew,jstro102,Feb,70,1492
der,lgime103,Aug,71,2053
sad,jline104,Aug,81,1187
sdd,kline102,Mar,13,716
dew,hdaerr101,Jan,73,1733
dbe,kline103,Aug,67,4763
fgn,abera101,Feb,71,1021
sdd,jline104,Aug,80,1053.5
swe,abera101,Jun,64,2134
fed,pharm101,Apr,65,1073.75
gth,mharr101,Aug,78,4514
ger,mpete101,Mar,17,3749
ddf,mpete103,Jan,02,1737
gvv,jstro104,May,77,1356.5
gth,mpete102,Jan,96,1354.67
NULL,lgime103,Apr,77,2047
glk,jstro101,Mar,66,862.67
swe,NULL,Nov,87,1349
daw,ljone104,Aug,02,1035.75
gda,jstro102,Oct,18,862.33
gbn,mpete102,Mar,85,634
faq,pterv104,Mar,14,1749.5
dew,mpete102,Jul,97,1229
NULL,mpete103,Feb,69,1065.25
fgn,mharr102,Apr,65,1333.67
gbn,jstro104,Jul,11,1055.75
dar,mjone103,Aug,84,1011.5
gvv,mjone101,Mar,83,1363
dew,jstro101,Apr,91,1379.67
ger,mpete102,Jul,96,845.33
swe,mjone103,Apr,77,1355.33
glk,mpede104,Sep,97,724.25
daw,mharr102,Oct,95,1253.33
gbn,jstro104,Aug,75,1568.67
hgg,lgime101,Mar,68,1185
dar,mharr103,Aug,87,2171.5
NULL,jstro102,Aug,87,1969
dbe,kline103,Jul,05,4891
NULL,kline103,Dec,06,1105
gbn,kline101,Aug,03,1152
gda,mjone102,Mar,03,1106
gvv,pharv103,Mar,02,2048
der,mpede104,Oct,72,2321
faq,mjone103,Nov,79,1274.5
gda,mjone102,Jan,00,793
sad,mharr102,Dec,75,1029
sdd,mpete103,Feb,74,2496
gvv,ljone104,Jun,16,4077
der,mharr103,Jun,78,2104
ddf,jstro104,Mar,74,3652
fed,lgime102,Jan,94,3462
kjh,hyera102,Nov,09,1157.5
NULL,mharr103,Dec,98,1441.5
gvv,pharm101,Jun,01,2208
dew,lgime101,Sep,04,4330
kjh,lgime102,Feb,65,905.67
dbe,lgime102,Sep,85,1564
ger,mjone102,Dec,98,3118
saz,mharr101,Nov,91,1997.5
ger,dfab103,Feb,02,4079
gbn,kline102,Aug,91,1448.67
dar,pplin102,Feb,90,679.25
fed,ljone104,Apr,09,1000
swe,gframe102,Sep,12,1520.33
dbe,mharr101,Aug,09,1393.67
swe,mjone103,Feb,08,2532
fed,mpede104,Dec,96,2036
gvv,lgime103,Sep,18,1214
